Name,Homeworld,Born,Died,Species,Gender,Height,Mass,Hair color,Eye color,Skin color,Cybernetics,Affiliation(s),Masters,Apprentices
Ariss Lyjan,,,,Human[1],Male[1],,,,,,,Galactic Empire[1],,
Garl Lykan,,,"5 ABY, Ghonoath system[1]",Human[2],Male[3],,,,,,,Galactic Empire[4]Squadron Four[3],,
Darak Lyll,Alderaan,,,Human,Male,,,Gray,,,,,,
Lyn  (secretary),,,,Human[1],Male[1],,,,,,,Galactic Empire[1],,
Arden Lyn,,"Before 24,500 BBY",10 ABY[1],Human[2],Female[2],,,Black[2],Gold[3],,Prosthetic right arm from Juggernaut war droid[2],Followers of Palawa[2]Legions of Lettow[4]Galactic Empire[2]Zaarin coup forces[2],,KkH'Oar'Rrhr[5]
Lyne,,,,Human[1],Female[1],,,Black[1],Brown[1],Tan[1],,Galactic Republic[1]Republic Military[1],,
Ash Lynn,,,,Human[1],Female[1],,,Blond[1],,,,Galactic Empire[1]Commission for the Preservation of the New Order[1],,
Var Lyonn,Delaya,,0 ABY,Human,Male,,,Gray,,,,,,
Lyrissa,,,,Human[1],Female[1],,,Blonde (brown eyebrows)[1],Violet[1],Fair[1],,,,
Dasita Lyros,,,,Human[1],Female[1],,,,,,,Galactic Empire[1]Commission for the Preservation of the New Order[1],,
Rikael Lysannis,Coruscant,,c. 3643 BBY[1],Human[1],Male[1],,,Black[1],Black[1],Fair[1],,Black Sun[1],,
Trace Lyson,,,,Human[1],Male[1],,,,,,,,,
Yogar Lyste,Garel[1],,,Human[2],Male[2],1.81 meters[3],75 kilograms[3],Brown[2],Blue[2],Light[2],,Galactic Empire[2]Lothal garrison[3]Imperial Officer Corps[2],,
Jatrian Lytus,,,,Human,Male,,,Gray,Brown,,,Galactic RepublicGalactic Empire,,
Katya M'Buele,Corellia[1],,"0 ABY (35 GrS), Tirahnn[2]",Human[2],Female[2],,,Black[2],,Brown[2],,,,
Rass M'Guy,,,,Human,Male,,,,,,,,,
M'Kae,,,,Human[1],Male[2],,,Dark blond[1],,Fair[1],,Galactic Empire[1]Death Squadron[1],,
M'lindi,,,,Human[1],Male[1],,,Black[1],,Light[1],,,,
M'nista,,,,Human,Male,,,,,,,,Ragez D'Asta,
Yade M'rak,Corellia[1],,,Human[1],Male[1],,,Gray[1],,Fair[1],,,,
Sandra M'rfee,,,,Human,Female,,,,Brown,Light,,Sith Empire,,
Justyn Ma'Ning,,,"27 BBY, Outbound Flight[1]",Human[1],Male[1],,,,,,,Galactic Republic[1]Jedi Order[1],,
Kean Ma'Sheavor,,,,Human[1],Male[1],,,Brown[1],Yellow[1],Light[1],,Galactic Republic[1]Strike Team Oricon[1],,
Ashala Ma-dred,Kashir,,,Human,Female,,,Brown,,,,,,
Sha-Mar Ma-dred,Kashir,,,Human (Kashirim),Male,,,Gray,,,,Galactic Republic,,
Grindol Maal,,,,Human[1],Female[1],,,,,,,Alliance to Restore the Republic[1],,
Zeetara Maan,,,,Human[1],Female[1],,,Black[1],Blue[1],Dark[1],,Jedi Order[1]Galactic Republic[1],Mavra Zane,
Benton Maas,,,"3640 BBY, Corellia",Human,Male,,,White,Brown,Dark,,Corellian Engineering Corporation,,
Hunter Maas,,,2 ABY,Human,Male,,,,,,,,,
Ilov Maas,Delphon,,,Human,Male,,,,,,,Galactic EmpireImperial Senate,,
Nima Maas,Delphon,,"1 BBY, Tatooine",Human,Female,,,Black,Brown,,,Galactic EmpireCOMPNORSub-Adult Group,,
Maash,,,,Human,Male,,,Red,Brown,Fair,,Separatist Alliance,,
Maban,,,"3951 BBY, Peragus Mining Facility",Human,Male,,,,,,,Peragus Mining FacilityGalactic Republic,,
Mabob,Maryx Minor,,"3 BBY, Maryx Minor",Human,Male,,,,Blue,,,Ancient Order of Pessimists,,
Mac  (Human),,,,Human[1],Male[1],,,,,,,Happy Blasters[1],,
Mace  (Sith apprentice),,,"3642 BBY, Balmorra[1]",Human[1],Male[1],,,None[1],,Tan[1],,Sith Empire[1],Tahm[1],
Ran Machado,,,,Human[1],Male[1],,,Brown (Bald)[1],Brown[1],Fair[1],Borg Construct Aj^6[2],Lok Revenants[1],,
Mack  (alias),,,,Human,Male,,,,,,,Cularin Militia,,
Mack  (Sith Empire),,,,Human[1],Male[1],,,,,Light[1],,Sith Empire[1]Imperial Military[1],,
Mack  (Taris),,,,Human[1],Male[1],,,Dark (moustache)[1],Dark brown[1],Light[1],,Galactic Republic[1],,
Jorm Whistler Mackenni,,,,Human,Male,,,,,,,Empire of the HandStormtrooper Corps501st LegionAurek CompanyUnit Aurek-Seven,,
Jerrod Maclain,,,,Human,Male,,,,,,,Galactic RepublicGalactic Empire,,
Brandy MacMillian,Corellia[1],,,Human[1],Female[1],,,,,,,Corellian Merchants' Guild[1],,
Redda Macrebe,,,,Human[1],Male[1],,,Brown[1],Brown[1],,,Rebel Alliance[1],,
Maoi Madakor,,,"32 BBY;[1] Radiant VII (aboard the Saak'ak),[2] Naboo system[3]",Human[3],Female[3],,,Brown[3],Brown[3],Light[3],,Galactic Republic[3]Judicial Forces[4],,
Zeb Maddaan,Alderaan,,"32 BBY, Oovo IV",Human,Male,,,,,,,Helmet SquadRepublic Correctional Officers' Union,,
Rodma Maddel,,,"0 BBY,[1] Scarif[2]",Human[2],Female[2],,,Blonde[2],Green[2],Fair[2],,Alliance to Restore the Republic[2]Rebel Alliance Intelligence Service[1]Massassi Group[2],,
Borath Maddeus,,,,Human[1],Male[1],,,,,,,New Republic[1]New Republic Intelligence[1]Galactic Alliance[1]Galactic Alliance Security[1]Galactic Alliance Intelligence[1]Lecersen Conspiracy[1],,
Maddie,Prine,,,Human,Female,,,Blonde,Brown,Light,,,,
Madel,Balmorra[1],,,Human[1],Female[1],,,Grayish-black[1],Blue[1],Light[1],,Balmorran resistance (formerly)[1],,
Madeli,,,,Human[1],Female[1],,,,,,,,,
Cassius Madine,,,,Human,Male,,,Brown,Green,Fair,,Galactic RepublicRepublic Military,,
Crix Madine,Corellia[1],"34 BBY,[2] Corellia[1]",,Human (Corellian)[1],Male[1],1.73 meters (5ft 8in)[3],82 kilograms[4],"Reddish blond,[5] later white[6]",Blue[5],Fair[5],,Galactic Empire[7]Imperial Special Forces[8]Alliance to Restore the Republic[5]Alliance High Command[5]Rebel Alliance Special Forces[5]New Republic[6]New Republic Special Forces[6],,
Dac Madine,,,,Human,Male,,,,,,,Galactic Empire,,
Volo Madine,,,,Human[1],Male[1],,,Gray[1],Green[1],Light[1],,,,
Hela Madiry,,,21 BBY,Human,Female,,,,,,,Galactic Republic (formerly)Logistics Center (formerly)Confederacy of Independent Systems,,
Madmartigan,Andowyne[1],,,Human (Daikini)[1],Male[1],1.8 meters[1],,,,,,,Roniro[1],
Juahir Madras,,,,Human[1],Female[1],,,Brown[2],Dark[2],Fair[2],,Yinchom Dojo[1],,Ottlis Dos[2]Kaniki[2]
Maela,Vulpter[1],,,Human[1],Female[1],,,,,,,Galactic Empire[1],,
Lar Maendin,Vastrip IV[1],23 BBY[1],,Human[1],Male[1],1.75 meters[1],,,,,,Alliance to Restore the Republic[1]Galactic Empire[1],,
Maer  (doctor),,,,Human,Male,,,Brown,Green,Light,,,,
N'do Maetrecis,,,,Human[1],Male[1],,,,,,,Galactic Republic[1]Grand Army of the Republic[1],,
Maeve,Zakuul[1],,"3629 BBY, Rakata Prime[1]",Human (Zakuulan)[1],Female[1],,,Black[1],Brown[1],Light[1],,Eternal Empire[1]Knights of Zakuul[1],,
Maeve Cuilinn,,,,Human[1],Female[1],,,Red and white streaked[1],,Pale,,Jedi Order[1],,
Rendra Maex,Reuss VIII[1],c. 22 BBY - c. 26 BBY[1],,Human[1],Female[1],,,,,,,,,
Otome Mafai,,,,Human,Male,,,,,,,Galactic EmpireAlliance to Restore the Republic,,
Mag  (Republic Army),,,,Human[1],Male[1],,,Blonde[1],Blue[1],Dark[1],,Galactic RepublicRepublic Army,,
Magan,Hijado[1],,,Human (Hijadoan)[1],Female[1],,,,,,,,,
Makx Maganinny,Praesitlyn,,"22 BBY, Praesitlyn (presumed)",Human,Male,,,,,,,Galactic RepublicGrand Army of the RepublicPraesitlyn Defense Force,,
Magar  (Human),Balmorra,,"c. 3642 BBY-3641 BBY, Balmorra",Human,Male,,,,,Light,,Balmorran resistance,,
Magernon,,,,Human[1],Male[1],,,,,,,Galactic Empire[1]Substation Grimdock[1],,
Magg,,,,Human[1],Male[1],,,Black[1],,Light[2],,,,
Maggie,,,,Human,Female,,,,,,,Galactic EmpireAlliance of Free Planets,,
Dirk Maggin,,,,Human,Male,,,Gray (eyebrows),Amber,Fair,Replacement arms,Teraud's Loyalists,,
Maggis,,,,Human[1],Male[1],,,,,,,Galactic Empire (Formerly)[1]Imperial Navy (Formerly)[1]Erased,,
Dairn Maggli,Alderaan,,,Human,Male,,,,,,,Smugglers,,
Maggs,,,3645 BBY,Human,Male,,,Brown,Gray,Light,,Sith Empire,,
Magminds,,,,,,,,,,,,,,
Maris Magneta,Naboo,,"32 BBY (3:4 GrS), Naboo",Human (Naboo),Female,,,Silver,Blue,,,Royal House of NabooNaboo Royal Advisory CouncilGalactic RepublicRoyal Naboo Security ForcesNaboo Royal Space Fighter Corps,,
Magnus  (Jedi),,,,Human,Male,,,Brown,Green,Fair,,Jedi OrderGalactic Republic,,
Magnus  (starship captain),O'reen,,,Human (O'reenian),Male,,,,,,,,,
Magras,,,"c. 3642 BBY,[source?] Quesh",Human,Male,,,,Red (dark side)[1],Pale[1],,Sith EmpireSphere of Mysteries,,
Magus  (bounty hunter),,,,Human,Male,,,Blond,,,,Corporate AllianceConfederacy of Independent Systems,,
Maheyya,,,,Human,Female,,,White,Brown,,,Sith EmpireImperial Reclamation Service,,
Mahl,,,"0 BBY, Death Star I (Presumed)",Human,Male,,,,,,,Galactic EmpireStormtrooper Corps,,
Du Mahn,,,"19 BBY, Bogden 3[1]",Human[1],Female[1],,,,Blue[1],Fair[1],,Jedi Order[1]Galactic Republic[1],,
Maia,,,"6 BBY,[source?] Inusagi[1]",Human[1],Female[1],,,,,,,Partisans[2],,
Maia  (Tem Chesko),,,,Human,Female,,,,,,,,,
Maikia,,,,Human,Female,,,Brown,Purple,,,,,
Maire,,,,Human[1],Female[1],,,Brown[1],Brown[1],Dark[1],,House Thul[1]Sith Empire[1],,
Maizor,,,,,,,,,,,,,,
Vamasto Maja,Savareen[1],,,Human (Savarian)[1],Female[1],,,Black[1],Brown[1],Dark[1],,,,
Cal Majjer,Cularin,,,Human,Male,,,,,,,Dry Goods Emporium,,
Mak,,,,Human,Male,,,Brown,Blue,Light,,Galactic Empire,,
Mak'eef,,,"3637 BBY,[1] Rishi[2]",Human[2],Male[2],,,Dark brown[2],,Fair[2],"Rakata neural implants, ocular implants[2]",Republic Special Forces Division[2]Eclipse Squad[2],,
Fin Mak'lath,Athallia[1],,,Human,Male,,,Black,,Dark,,Bespin Wing Guard,,
Bosrik Mak-Ageejay,,,,,,,,,,,,,,
Makall,,,"19 BBY, Kestavel",Human,Female,,,Blonde,,,,,Kai Hudorra,
Afsheen Makati,,,c. 5 ABY[1],Human[2],Male[2],,,Black[2],Brown[2],,,Galactic Empire[2]Imperial Navy[2],,
Makezh,Danoor[1],,,Human[1],Male[1],,,Dark[1],,,,FarStar[1]Aing-Tii[1],,
Makim,,,,Human[1],,,,,,,,Galactic Empire[1],,
Robet Makina,,,,Human[1],Male[1],1.9 meters[1],,Blonde[1],,,,Alliance to Restore the Republic[1]New Republic[1],,
Makintay,Hargeeva,,,Human,Male,,,,,,,Galactic Empire,,
Stevan Makintay,Hargeeva[1],25 BBY[1],,Human[1],Male[1],,,Dark blond[2],Green[3],Light[2],,Alliance to Restore the Republic[1],,
Leona Makk,,,,Human,Female,,,,,,,Alliance to Restore the Republic,,
Trinnolt Makken,,At least by 32 BBY[1],,Human[2],Male[2],"""Tall""[2]",,White[2],Blue[2],Pale[3],Left hand[3],Galactic Empire[2]Imperial Navy[2]Galactic Federation of Free Alliances[2]Department of Justice[3]Jedi supervisors[2],,
Mako  (musician),,,,Human[1],Male[1],,,Blonde[1],Blue[1],Tan[1],,Bright Jewel system band[1],,
Mako  (slicer),Nar Shaddaa[1],3662 BBY[1],,Human,Female,,,Black,Brown,Tan,"Cheek HoloNet implant, Synthetic Kidney",,,
Leria Makonel,,,,Human,Female,,,Brown,Brown,Tan,,,,
Makos,Arkinnea,,"19 BBY, Arkinnea",Human,Male,,,,,,,Arkinnea MilitiaGalactic Empire,,
Dodson Makraven,,,,Human[1],Male[2],,,,,,,Galactic Empire[3]Obsidian Squadron[3],,
Pollus Maksim,,,,,,,,,,,,Galactic Empire[1],,
Mal,Coruscant[1],,,Human[1],Male[1],,,Black[1],Blue[1],Dark[1],,Galactic Republic[1]Coruscant Security Force[1],,
Cynthia Maladori,,,,Human,Female,,,,,,,House Melantha,,
Malahan,,,,Human[1],Male[1],,,Brown[1],Blue[1],Fair[1],,,,
Darth Malak,Quelii[1],,"3956 BBY,[2] Star Forge,[3]",Human[4],Male[4],2 meters[4],,Black[5],Blue;[6] gray (dark side)[3],Fair[5],Prosthetic jaw[3],Jedi Order[7][8]Revanchists[7][8]Galactic Republic[7][8]True Sith Empire[9]Darth Revan's Sith Empire[3],Zhar Lestin (Jedi Master)[3]Darth Revan (Sith Master)[3],Darth Bandon (Sith apprentice)[3]Bastila Shan (Sith apprentice)[3]
Malakili,Corellia[1],,,Human (Corellian)[1],Male[1],1.72 meters[1],95 kilograms[2],,Blue[3],Swarthy[4],,Hutt circuses[5]Circus Horrificus[6]Jabba's Palace[5]Freetown[5]Crystal Moon Restaurant[6],,
Malakite,,,,Human,Male,,,Blonde,,Light,,SithThe Menagerie,,
Cev Malanx,,,,Human[1],Male[1],,,Blonde[1],,,,,,
Corjentain Malaqua,Sullust[1],,,Human[1],Female[1],,,Brown[1],,,,Alliance to Restore the Republic[1]Sullustan resistance[1],,
Malarus,,,,Human[1],Female[1],,,Blonde[1],Red[1],Light[1],,First Order[1]First Order military[1],,
Baze Malbus,Jedha[1],53 BBY[2],"0 BBY,[3] Scarif[4]",Human[1],Male[5],1.80 meters[1],,"Black, graying[4]",Brown[4],Tan[4],,Guardians of the Whills (resigned)[1]Partisans[6]Alliance to Restore the Republic[4]Rogue One[4],,
Lanzarota Malco,Savareen[1],,,Human (Savarian)[1],Female[1],,,Gray[1],Brown[1],Tan[1],,,,
Hale Malcolm,,,,Human,Male,,,Black,Brown,Fair,,,,
Malcom,,,,Human,Male,,,,,,,Galactic Empire,,
Jace Malcom,Barcaria[1],,,Human[2],Male[2],,,Black[2],Brown[2],Light[2],,Galactic Republic[2]Havoc Squad[2],,
Gorm Maldorf,Tatooine,,Sometime before the Battle of Yavin,Human,Male,,,,,,,,,
Maldrod,,,,Human[1],Male[1],,,,,,,Galactic Empire[1],,
Malessa,,,,Human,Female,,,,,,,,,
Malforia,Zakuul[1],,"3630 BBY,[2] Obus VI[3]",Human (Zakuulan)[4],Female[3],,,Brown[3],Yellow[3],Light[3],,Eternal Empire[3],,
Savorin Malfus the Seventh,,,,Human[1],Male[1],,,Dark blonde facial hair,Brown,Fair[1],,,,
Darth Malgus,Dromund Kaas[1],3700 BBY[2],,Human[3],Male[4],More than 2.13 meters (7 feet)[5],,,Yellow[4],Pale white[4],Respirator[4],Sith Empire[4]Ossus Assault Battalion[6]New Empire[7],Darth Vindican[8],Darth Karrid[9]Cytharat[10]
Malia  (person),Coruscant[1],,,Human[1],Female[1],,,Black/brown[1],Dark brown[1],,,Rose Nebula,,
Malichose,,,,Human[1],Male[1],,,Grey[1],Brown[1],Pale[1],,Sith Empire[1],,
Malik  (Human),,,,Human,Male,,,Dark,,,,Galactic Empire,,
Malinna,,,,Human,Female,,,White,Blue,Tan,,,,
Malinth,,,"Around 0 BBY,[1] Honoghr[2]",Human[2],Male[2],,,Brown[2],,,,Galactic Empire[2]Imperial Navy[2],,
Malis,,,,Human[1],Male[1],,,,,,,Galactic Empire[1],,
Elios Maliss,,,"c. 3642 BBY, Taris",Human,Male,,,Brown,Brown,Light,,Sith Empire,,
Vina Maljazara,Dathomir[1],,"1 ABY,[2] Dathomir[1]",Human[1],Female[1],,,,White (Undead)[1],Light[1],,Witches of Dathomir[1],,
Ranzar Malk,,,,Human[1],Male[1],1.73 meters (5ft 8in)[2],,Gray[1],,Light[1],,Ranzar Malk's crew[1],,
Malka,,,"8 ABY, Beheboth[1]",Human[2],Male[2],,,,,,,Galactic Empire[2],,
Arak Malkan,,,,Human[1],Male[1],,,Brown[1],,Dark[1],,,,
Oden Malksch,,,,Human[1],Male[1],,,,,,,Galactic Republic[1]Jedi Order[1],,
Malleus,Taanab[1],39 BBY[2],,Human[1],Male[1],,,Black[1],"Brown, yellow (dark side)[1]",Dark[1],,Jedi Order[1]Boma Clan (Formerly)[1]Exploration Corps (Formerly)[1],,
Mallikhan,,,,Human,Male,,,,,,,Ebon Strikers,,
Dibbon Mallo,,,,Human[1],Male[1],,,Brown[1],Brown[1],Fair[1],,,,
Mallohe,,,,Human[1],Female[1],,,Black[1],Brown[1],Dark[1],,Sith Empire[1]Imperial Navy[1],,
Lanah Malo,Corellia,,,Human,Female,,,Dark blond,,,,Corellian Resistance,,
Macy Malo,,,,Human[1],Female[1],,,Blonde (purple eyebrows)[1],Hazel[1],Light[1],,,,
Darth Malora,,,,Human[1] (genetically modified)[2],Female[1],,,Black (natural)[1]Red[2],Blue (natural)[1]Green[2],Light[1],,Sith Empire[1]Dark Council[2]Sphere of Scientific Advancement[2]Ossus Assault Battalion[2],Renning[1],
Jez Malorm,,,,,,,,,,,,,,
Rek Malorm,,,,,,,,,,,,,,
Shalla Malorm,,,,,,,,,,,,,,
Sheyna Malorm,,,,,,,,,,,,,,
Star Malorm,,,,,,,,,,,,,,
Malorum,,,"19 BBY (16:11 GrS), Naboo[1]",Human[2],Male[2],,,Black,Black[2],,,Galactic Empire[2]Imperial Intelligence[1]Inquisitorius[2],,
Malreaux,Vjun,,,Human,Male,,,,,,,,,
Whie Malreaux,,,"19 BBY,[1] Coruscant[2]",Human[2],Male[2],,,Blond[2],Blue[2],Fair[2],,Jedi Order[2],,
Whirry Malreaux,Vjun,,,Human,Female,,,,,,,Count Dooku,,
Malroy,,,,Human[1],Male[1],,,,Brown[1],Dark[1],,Galactic Republic[1]Mantellian Army[1],,
Malthorn,,,,Human,Male,,,,,,,Galactic Empire,,
Tir Maltu,Zakuul[1],,"c. 3631 BBY,[2] the Star Fortress above Hoth[3]",Human (Zakuulan)[4],Female[3],,,,,,,Eternal Empire[3]Knights of Zakuul[3],,
Malussa,,,Between 3643 BBY and 3630 BBY[1],Human[1],Female[1],,,Brown[1],Orange[1],Dark[1],,Jedi Order[1],,
Orom Malvern,Serenno[1],,,Human[1],Male[1],,,,,,,House Malvern[1]Galactic Empire[1],,
Malya,Taris[1],,"3956 BBY, Taris[1]",Human[1],Female[1],,,,,,,Outcasts[1],Rukil[1],
Malyas,,,,Human[1],Male[1],,,,,,,Believers[1],,
Malé-Dee,,,,Human[1],Male[1],,,Red[1],Brown[1],Fair[1],,"Galactic Republic[2]Delegation of 2,000[2]",,
Mama Stammoch,,,,Human[1],Female[1],,,,,,,,,
Gresh Manaa,Delaya,,,Human,Male,,,,,,,,,
Tessa Manchisco,Virgillia 7[1],,4 ABY[2] aboard Flurry[3],Human (Virgillian)[3],Female[3],,,Black[3],Black[3],,,Virgillian Free Alignment[3]Virgillian Free Alignment Starfleet[1]Alliance to Restore the Republic[3]Alliance Fleet[3],,
Manda  (Human),,,,Human[1],Male[1],,,Brown[1],Dark brown[1],Light[1],,Sith Empire[1]Imperial Intelligence[1],,
Mandalore the Lesser,,,"c. 3653 BBY, Geonosis[1]",Human,Male,,,Brown,,Tan,,MandaloriansSith Empire,,
Jolen Mandar,,,,Human,Male,,,,,,,,,
Kvarn Mandel,Thorgeld I[1],,,Human[1],Male[1],,,Gray[1],,,,Fabritech[1],,
Samire Mandel,,,,Human[1],Female[1],,,,,,,,,
Simmin Mandel,,,,Human[1],Male[1],,,,,,,,,
Radanthus Mandelatara,Naboo[1],,,Human[2],Male[2],,,Brown[2],Amber[2],Fair[2],,Radanthus Mandelatara's touring company[2],,
Mandetat,,,,Human[1],Male[1],,,Brown[1],,Fair[1],,First Order[1],,
Mandi,Saleucami[1],Between 35 BBY & 30 BBY[1],,Human[1],Female[1],,,Brown[1],Hazel[1],Olive[1],,Veiled Sorority[1],,
Tayvor Mandirly,Alderaan[1],,"38 BBY[2], Antar 4[1]",Human[1],Male[1],,,,,,,,,
Mandragall,,,1052 BBY[1],Human[2],Male[2],,,,,,,Sith[2],,
Vazus Mandrake,Corulag[1],,,Human[1],Male[1],,,Gray[1],,,,Confederacy of Independent Systems[1],,
Haf Mandrox,,,,Human[1],Male[1],,,,,,,Nal Raka Criminal Empire[1],,
Tanya Mane,,,,Human,Female,,,,,Dark,,,,
Treyz Manech,,,,Human[1],Male[1],,,Black[1],,,,Galactic Empire[1]Imperial Navy[1],,
Manex,New Apsolon,,,Human,Male,,,Black,Blue,,,New ApsolonCivilized,,
Mangol,,,"Shortly after the Battle of Yavin, on Nespis VIII",Human,Male,,,,,,,,,
Gris Manks,,,"c. 22 BBY,[1] Praesitlyn[2]",Human,Male,,,,,,,Sons and Daughters of Freedom,,
Artur Manliss,,,,Human,Male,,,,,,,MandroxanManliss Enterprise,,
Dunstain Manliss,,,,Human[1],Male[1],,,,,,,Manliss Enterprise[1],,
Mann,,,,Human,Male,,,Black (Shaved bald),,Tan,,Republic Army,,
Elzar Mann,,,,Human[1],Male[1],,,Brown[1],,Tan[1],,Jedi Order[2],Roland Quarry[3],
Manning,,,,Human,Male,,,,,,,Black Sun,,
Adol Mantid,,,"1 ABY,[1] Dathomir[2]",Human[2],Male[2],,,Brown[2],White (Undead)[2],Light[2],,Galactic Empire[2],,
Di Mantid,Coruscant[1],,,Human[1],Female[1],,,Blond,,,,,,
Mantologo,,,"0 BBY, Death Star I",Human,Male,,,,,,,Galactic EmpireStormtrooper Corps,,
Pierce Mantrell,,,,Human[1],Male[1],,,,,,,,,
Mantrony,Bakura,,,Human (Bakuran),Female,,,,,,,Bakuran Navy,,
Cabe Maquez,,,,Human,Male,,,,,,,,,
Riot Mar,,,9 ABY[1],Human[2],Male[2],1.93 meters (6 feet 4 inches)[3],,Gray[2],Gray[2],Light[2],,Bounty Hunters' Guild[4],,
Zuld Mar-Shayal,,,"1 ABY,[1] Corellia[2]",Human[2],Male[2],,,Gray[2],Brown[2],Fair[2],,Chirq Council[2],,
Maral,Zakuul[1],,"3631 BBY,[2] Asylum[3]",Human (Zakuulan)[4],Male[4],,,Gray[4],Brown[4],Fair[4],,Scions of Zakuul[4],,
Seyn Marana,,c. 20 BBY[1],"c. 0 ABY, Jeosyn[1]",Human[2],Female[2],,,Black[2],Dark brown[2],Light brown[2],,Galactic Empire[2]Imperial Academy of Uyter[2]Naval Intelligence Agency[2]Inferno Squad[2]Dreamers (as a spy)[2],,
Keru Marasa,Zakuul[1],,"c. 3631 BBY,[2] the Star Fortress above Tatooine[3]",Human (Zakuulan)[4],Female[3],,,,,,,Eternal Empire[3]Knights of Zakuul[3],,
Juri Marbra,,,,Human[1],Male[1],,,,,,,Alliance to Restore the Republic[1],,
Reina March,Coruscant,,,Human,Female,,,Black / dark brown,,,,Outlander Club,,
Boyle Marcom,,,"5000 BBY, Kesh[1]",Human[1],Male[1],,,,,,,Sith Empire[1],,
Marcopius,,,13 ABY,Human,Male,,,,,,,New Republic,,
Marcovic,,,"3643 BBY,[1] Ord Mantell[2]",Human[2],Male[2],,,Black[2],Black[2],Fair[2],,Sith Empire[2]Imperial Military[2],,
Saberan Marcross,Shelkonwa,,,Human,Male,,,,,,,Galactic EmpireStormtrooper CorpsHand of JudgmentEmpire of the Hand[1]501st Legion[1] (as a instructor),,
Marcum,Alderaan,,,Human,Male,,,,,,,House of Thul,,
Marcus  (commander),,,,Human,Male,,,,Green,Light,,Sith Empire,,
Alec Mard,Zhanox[1],,,Human[1],Male[1],,,,,Fair[1],,Bespin Wing Guard[1],,
Driller MarDapp,,,,Human[1],Male[1],,,Black[2],Dark[2],Light[2],,Higher Skies Advocacy Group[1],,
Fora Mardec,Gotida[1],,2 ABY[1],Human[1],Female[1],,,,,,,,,
Lina Mardec,Gotida[1],,2 ABY[1],Human[1],Female[1],,,,,,,,,
Sale Mardec,Gotida[1],,2 ABY[1],Human[1],Female[1],,,,,,,,,
Riic Mardec,Gotida[1],,,Human[1],Male[1],,,,,,,,,
Mardith,,,,,,,,,,,,,,
Maree  (human),,,,Human[1],Female[1],,,,,,,,,
Mykal Mareeno,,,,Human[1],Male[1],,,Black[1],Brown[1],Light[1],,Eternal Alliance[1]Underworld Logistics[1],,
Galen Marek,Kashyyyk[1],Before 19 BBY (16)[2],"2 BBY (33), DS-1 Orbital Battle Station[3]",Human[1],Male[1],1.85 meters[1],,Brown[3],Brown[3],Fair[3],,House of Marek[3]Galactic Empire[1]Order of the Sith Lords[4]Jedi Order[4],Darth Sidious (Sith Master)[5]Darth Vader (proxy)[5]Rahm Kota (Jedi Master)[4],
Kento Marek,,,"c. 18 BBY,[1] Kashyyyk[2]",Human[2],Male[2],,,Dark (graying)[2],Brown[2],Light[2],,House of Marek[2]Jedi Order[2]Galactic Republic[2],Unidentified Master[2],
Mallie Marek,,,"Between 19 BBY and 18 BBY, Kashyyyk[1]",Human[1],Female[1],,,,,,,House of Marek[2]Galactic Republic[1]Jedi Order[1],,
Tanda Marelle,Alderaan[1],,,Human[1],Female[1],,,,,,,Alliance to Restore the Republic[1],,
Margan,Shawken,,,Human,Male,,,Black,Brown,Red,,Alliance of Free Planets,,
Vam Margan,,,,Human,Male,,,,,,,Galactic EmpireTenloss SyndicateNatori Association,,
Kina Margath,Elshandruu Pica[1],,,Human[1],Female[1],,,,,,,Margath's on Elshandruu Pica[1]Alliance to Restore the Republic[1]New Republic[2],,
Ultident Margrona,,,"232 BBY,[1] above Elphrona[2]",Human[2],Female[2],,,,,,,Nihil[2]Lourna Dee's Tempest[2],,
Erlem Marh,,,,Human[1],Male[1],,,Gray[1],Green[1],Dark[1],,Galactic Empire[1],,
Mari  (Courier),,,,Human,Female,,,,,,,Rebel Alliance,,
Mari-Lucen,,,,Human,Female,,,Blond,Blue,Light,,House Thul,,
Marialew,,,,Human[1],Female[1],,,,Green[1],Light[1],,,,
Mariana,Bellassa,,,Human,Female,,,,,,,,,
Mariin,,,,Human[1],Female[1],,,Brown[1],Blue[1],Fair[1],,Sith Empire[1]Imperial Army[1],,
Joha Marik,,,,Human,Male,,,,,,,,,
Pax Maripher,Coruscant[1],,,Human (Coruscanti)[1],Male[1],,,,,Pale[1],,,,
Jeb Maris,,,,Human[1],Male[1],,,Blond[1],Gold[1],Light[1],,Galactic Empire[1]Starfighter Corps[1],,
Maritte,,,,Human,Female,,,,,Tan,,,,
Marius,Technology-deficient planet,,,Human,Male,,,White,Gray,Fair,,,,
Marka,,,,Human[1],Female[1],,,Blue[1],Blue; red (dark side)[1],Light[1],,Sith[1],Finn (Sith Master)[1],
Markan,,,,Human[1],Male[1],,,Black[1],Green[1],Light[1],,Sith Empire[1]Sith[1]Sith Academy[1],,
Markand,,,,Human,Male,,,,,,,Galactic EmpireImperial Navy,,
Kleya Marki,,,,Human[1],Female[1],,,Brown[1],,Tan[1],,Luthen Rael's network[2],,
Markko,,,,Human,Male,,,,,,,Alliance to Restore the RepublicGalactic Empire (undercover),,
Markl,Lanteeb; later Alderaan,,,Human,Male,,,,,,,,,
Marklo,,,,Human[1],Male[1],,,Gray[1],Brown[1],Light[1],,Galactic Republic[1]Eternal Alliance[1],,
